,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
875,1940,125,7.7,88662,Fantasia - A collection of animated interpretations of great works of Western classical music.,201,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
463,2019,130,7.9,454203,"Knives Out - A detective investigates the death of a patriarch of an eccentric, combative family.",400,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2014,93,8.1,51679,"Song of the Sea - Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",505,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1964,110,7.7,174119,"Goldfinger - While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
914,2009,128,7.6,583158,Sherlock Holmes - Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953,2000,101,7.6,490062,"American Psycho - A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",315,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,1997,127,7.7,279318,"Donnie Brasco - An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",340,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1986,125,8.0,150140,Tenkû no shiro Rapyuta - A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,179,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1984,99,7.6,87745,"Blood Simple - The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,1979,130,8.0,65625,"Being There - A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",176,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1948,135,8.1,30935,The Red Shoes - A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,332,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
859,1965,105,7.7,48883,Repulsion - A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,431,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
702,1967,111,7.8,102415,"Bonnie and Clyde - Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",41,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,1994,92,7.6,64390,"Trois couleurs: Blanc - After his wife divorces him, a Polish immigrant plots to get even with her.",283,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
744,2014,100,7.7,323982,"The Lego Movie - An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1922,94,7.9,88794,Nosferatu - Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,129,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
673,1989,122,7.8,122779,"Glory - Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",120,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,2015,159,8.0,52848,"Baby - An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,1979,94,8.1,367250,"Life of Brian - Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1985,154,7.8,78321,The Color Purple - A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,2016,107,7.6,272784,"Moana - In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",432,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2015,95,8.1,616228,"Inside Out - After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,1975,129,7.8,44917,"The Man Who Would Be King - Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
545,1968,134,7.9,29003,"The Lion in Winter - 1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,1954,207,8.6,315744,Shichinin no samurai - A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2010,115,8.0,79200,"Tropa de Elite 2: O Inimigo Agora é Outro - After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",263,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,1992,94,7.7,77798,"Kurenai no buta - In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",179,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2007,138,7.9,47720,Jab We Met - A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,189,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,1987,153,7.7,115677,Empire of the Sun - A young English boy struggles to survive under Japanese occupation during World War II.,470,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,2007,122,7.7,61609,"Control - A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",38,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,2015,118,8.1,371538,"Room - Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
681,1985,114,7.8,244430,The Goonies - A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,405,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1987,163,7.7,94326,The Last Emperor - The story of the final Emperor of China.,47,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,2018,102,7.6,140840,"Searching - After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
550,1960,144,7.9,26542,"L'avventura - A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,2019,96,8.2,104761,"Klaus - A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",450,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,1970,144,7.6,45338,Kelly's Heroes - A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
900,2011,101,7.6,190531,Serbuan maut - A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
868,1955,111,7.7,83363,"Rebel Without a Cause - A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,2013,115,7.7,112298,"Nebraska - An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",19,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1960,125,8.3,164363,"The Apartment - A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,2004,99,7.9,512249,Shaun of the Dead - A man's uneventful life is disrupted by the zombie apocalypse.,119,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
978,1987,93,7.6,124773,"Planes, Trains & Automobiles - A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.",240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1995,81,8.3,887429,Toy Story - A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,243,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2007,148,8.1,572921,"Into the Wild - After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",446,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,1985,97,7.8,357026,The Breakfast Club - Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1988,85,7.6,152871,The Naked Gun: From the Files of Police Squad! - Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,2003,154,7.7,400049,The Last Samurai - An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,1982,113,7.7,112704,"Star Trek II: The Wrath of Khan - With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
661,1993,134,7.8,66065,The Remains of the Day - A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395,1993,76,8.0,300208,"The Nightmare Before Christmas - Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",182,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
834,1986,120,7.7,181285,"Blue Velvet - The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
212,2016,139,8.1,435928,"Hacksaw Ridge - World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",325,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2010,148,8.8,2067042,Inception - A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
431,1964,99,8.0,198219,"Per un pugno di dollari - A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",449,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,1983,170,8.3,740911,"Scarface - In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1963,119,7.7,171739,The Birds - A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
590,2013,104,7.8,50523,The Lunchbox - A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
359,2013,117,8.0,441614,"Dallas Buyers Club - In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1976,177,8.2,43885,The Message - This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,344,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
616,2008,94,7.8,190748,"The Boy in the Striped Pyjamas - Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
364,2005,124,8.0,738512,"Sin City - A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,2007,123,7.8,251370,Atonement - Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
703,1964,170,7.8,86525,My Fair Lady - Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,157,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
248,1999,107,8.1,911573,The Sixth Sense - A boy who communicates with spirits seeks the help of a disheartened child psychologist.,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,1988,155,8.5,230763,Nuovo Cinema Paradiso - A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,2001,135,8.2,848920,"A Beautiful Mind - After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",433,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1989,128,8.1,425457,Dead Poets Society - Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1926,67,8.1,81156,"The General - When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",85,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,2006,110,7.7,299524,"Lucky Number Slevin - A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",375,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1957,88,8.4,178092,"Paths of Glory - After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,2015,138,7.9,860823,"Star Wars: Episode VII - The Force Awakens - As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,2018,134,8.0,450349,"Bohemian Rhapsody - The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",64,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,2005,157,7.7,548619,"Harry Potter and the Goblet of Fire - Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",340,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
